ItemNo|ItemDescription|Quantity|Price
0000015433|Item 0000015433|301|602.37
0000027764|Item 0000027764|197|499.31
0000040159|Item 0000040159|527|207.52
0000032829|Item 0000032829|868|684.04
0000020835|Item 0000020835|92|679.09
0000038079|Item 0000038079|458|35.01
0000029594|Item 0000029594|645|967.97
0000025037|Item 0000025037|952|227.04
0000014830|Item 0000014830|689|89.37
0000003381|Item 0000003381|102|846.96
0000044624|Item 0000044624|772|717.27
0000017991|Item 0000017991|608|602.50
0000048476|Item 0000048476|492|629.82
0000002723|Item 0000002723|604|512.65
0000017678|Item 0000017678|897|661.69
0000049509|Item 0000049509|420|542.16
0000038815|Item 0000038815|96|698.91
0000049051|Item 0000049051|806|491.74
0000035276|Item 0000035276|509|708.23
0000024181|Item 0000024181|50|329.47
0000031893|Item 0000031893|974|322.27
0000031484|Item 0000031484|118|933.16
0000018751|Item 0000018751|545|602.70
0000010826|Item 0000010826|951|126.10
0000046778|Item 0000046778|22|748.30
0000005657|Item 0000005657|699|92.42
0000012017|Item 0000012017|827|137.77
0000036711|Item 0000036711|323|962.46
0000048806|Item 0000048806|286|505.80
0000007878|Item 0000007878|949|231.74
0000019074|Item 0000019074|532|362.94
0000035446|Item 0000035446|228|438.93
0000014706|Item 0000014706|792|122.09
0000021380|Item 0000021380|125|72.39
0000006829|Item 0000006829|565|715.13
0000014356|Item 0000014356|260|325.74
0000040229|Item 0000040229|52|694.29
0000000046|Item 0000000046|79|623.36
0000033874|Item 0000033874|479|595.66
0000001153|Item 0000001153|693|900.09
0000033043|Item 0000033043|319|420.48
0000034455|Item 0000034455|282|450.83
0000015017|Item 0000015017|197|535.29
0000047219|Item 0000047219|175|507.65
0000022779|Item 0000022779|880|245.57
0000003430|Item 0000003430|442|751.68
0000017103|Item 0000017103|137|639.76
0000005540|Item 0000005540|986|737.37
0000009842|Item 0000009842|866|66.83
0000047701|Item 0000047701|961|854.80
0000011382|Item 0000011382|178|221.62
0000017950|Item 0000017950|141|475.86
0000016853|Item 0000016853|933|81.27
0000010412|Item 0000010412|889|508.07
0000019473|Item 0000019473|931|497.31
0000025986|Item 0000025986|896|7.14
0000001814|Item 0000001814|975|27.10
0000000594|Item 0000000594|880|850.01
0000011098|Item 0000011098|640|931.99
0000027985|Item 0000027985|751|194.34
0000009681|Item 0000009681|46|544.10
0000030814|Item 0000030814|463|494.51
0000002075|Item 0000002075|225|266.83
0000001729|Item 0000001729|72|848.93
0000040641|Item 0000040641|419|636.15
0000036606|Item 0000036606|226|196.48
0000009468|Item 0000009468|330|745.82
0000011000|Item 0000011000|27|269.06
0000034601|Item 0000034601|254|101.53
0000016697|Item 0000016697|36|830.63
0000046390|Item 0000046390|396|695.06
0000047944|Item 0000047944|419|478.93
0000001983|Item 0000001983|638|545.96
0000025687|Item 0000025687|877|445.78
0000012537|Item 0000012537|897|405.58
0000009593|Item 0000009593|971|74.32
0000026281|Item 0000026281|867|8.70
0000003619|Item 0000003619|248|605.13
0000021361|Item 0000021361|434|391.95
0000017581|Item 0000017581|701|277.88
0000018899|Item 0000018899|351|338.16
0000011744|Item 0000011744|266|691.28
0000037068|Item 0000037068|441|721.67
0000015545|Item 0000015545|858|879.68
0000049506|Item 0000049506|112|972.68
0000027636|Item 0000027636|1|601.91
0000006679|Item 0000006679|568|262.80
0000049077|Item 0000049077|881|155.21
0000037205|Item 0000037205|787|216.28
0000033431|Item 0000033431|977|181.79
0000006534|Item 0000006534|31|898.90
0000001769|Item 0000001769|113|313.30
0000024751|Item 0000024751|674|380.35
0000019929|Item 0000019929|158|651.40
0000032555|Item 0000032555|775|111.94
0000040590|Item 0000040590|254|179.99
0000048011|Item 0000048011|735|730.35
0000021460|Item 0000021460|529|637.91
0000043606|Item 0000043606|502|429.31
0000006159|Item 0000006159|627|848.72
0000036299|Item 0000036299|932|736.58
0000045292|Item 0000045292|442|777.51
0000046299|Item 0000046299|909|540.30
0000009079|Item 0000009079|389|697.76
0000037003|Item 0000037003|627|453.41
0000009839|Item 0000009839|872|916.65
0000040036|Item 0000040036|199|797.91
0000000744|Item 0000000744|86|166.65
0000028039|Item 0000028039|801|531.30
0000011094|Item 0000011094|499|603.49
0000039580|Item 0000039580|384|335.12
0000037516|Item 0000037516|804|27.61
0000005602|Item 0000005602|940|29.37
0000017307|Item 0000017307|815|733.22
0000047475|Item 0000047475|685|455.33
0000001255|Item 0000001255|84|104.79
0000020719|Item 0000020719|592|914.80
0000004897|Item 0000004897|853|617.96
0000023307|Item 0000023307|624|525.83
0000026659|Item 0000026659|77|204.93
0000042877|Item 0000042877|403|403.39
0000030342|Item 0000030342|48|759.48
0000034616|Item 0000034616|600|244.65
0000013567|Item 0000013567|829|339.56
0000007644|Item 0000007644|798|680.80
0000045772|Item 0000045772|830|506.37
0000020755|Item 0000020755|782|241.13
0000048640|Item 0000048640|597|639.54
0000028843|Item 0000028843|843|52.20
0000038488|Item 0000038488|756|421.65
0000036212|Item 0000036212|999|985.54
0000009085|Item 0000009085|104|966.46
0000015365|Item 0000015365|518|719.39
0000006330|Item 0000006330|935|271.11
0000013001|Item 0000013001|40|247.11
0000049003|Item 0000049003|165|628.34
0000043047|Item 0000043047|105|757.68
0000030348|Item 0000030348|639|463.88
0000012922|Item 0000012922|603|523.74
0000040719|Item 0000040719|662|263.22
0000023584|Item 0000023584|826|813.16
0000021754|Item 0000021754|222|612.73
0000036039|Item 0000036039|525|482.47
0000045705|Item 0000045705|650|610.59
0000013393|Item 0000013393|498|158.71
0000039357|Item 0000039357|887|499.94
0000037724|Item 0000037724|804|629.76
0000041894|Item 0000041894|519|59.69
0000021245|Item 0000021245|372|448.37
0000036092|Item 0000036092|73|886.96
0000000951|Item 0000000951|898|882.34
0000032031|Item 0000032031|525|597.32
0000024075|Item 0000024075|361|802.08
0000049727|Item 0000049727|271|443.68
0000029082|Item 0000029082|923|858.65
0000036526|Item 0000036526|47|93.18
0000044023|Item 0000044023|705|39.04
0000000535|Item 0000000535|830|549.91
0000022842|Item 0000022842|474|207.48
0000045935|Item 0000045935|313|628.57
0000022648|Item 0000022648|266|415.59
0000029977|Item 0000029977|434|396.25
0000034431|Item 0000034431|643|765.61
0000047673|Item 0000047673|8|210.24
0000030235|Item 0000030235|943|200.23
0000026002|Item 0000026002|669|990.91
0000027499|Item 0000027499|828|810.89
0000010949|Item 0000010949|759|848.53
0000045488|Item 0000045488|250|838.52
0000017272|Item 0000017272|536|976.06
0000027605|Item 0000027605|867|802.48
0000041546|Item 0000041546|659|133.81
0000026205|Item 0000026205|736|25.20
0000001811|Item 0000001811|701|908.62
0000000151|Item 0000000151|680|80.05
0000019396|Item 0000019396|71|79.57
0000004535|Item 0000004535|210|965.57
0000039717|Item 0000039717|989|390.63
0000023453|Item 0000023453|109|702.48
0000031631|Item 0000031631|819|949.58
0000047696|Item 0000047696|860|977.53
0000040236|Item 0000040236|877|146.42
0000043744|Item 0000043744|632|833.39
0000026661|Item 0000026661|224|809.97
0000036399|Item 0000036399|178|679.57
0000039085|Item 0000039085|667|797.70
0000044917|Item 0000044917|291|214.25
0000019229|Item 0000019229|417|136.14
0000029338|Item 0000029338|230|796.26
0000003371|Item 0000003371|337|576.35
0000018815|Item 0000018815|907|522.60
0000045590|Item 0000045590|776|756.12
0000040212|Item 0000040212|321|282.10
0000021315|Item 0000021315|132|746.75
0000038551|Item 0000038551|874|771.15
0000037412|Item 0000037412|377|625.27
0000010065|Item 0000010065|967|904.47
0000041268|Item 0000041268|777|88.01
0000008360|Item 0000008360|104|533.94
0000003811|Item 0000003811|156|691.50
0000024971|Item 0000024971|38|932.72
0000042249|Item 0000042249|227|103.20
0000034021|Item 0000034021|865|861.13
0000041802|Item 0000041802|997|680.44
0000044667|Item 0000044667|28|590.01
0000007518|Item 0000007518|291|530.16
0000022211|Item 0000022211|477|143.73
0000017624|Item 0000017624|976|397.41
0000049141|Item 0000049141|551|569.17
0000002924|Item 0000002924|261|16.87
0000027297|Item 0000027297|195|389.02
0000035276|Item 0000035276|359|181.40
0000046743|Item 0000046743|841|989.37
0000017269|Item 0000017269|714|173.61
0000047822|Item 0000047822|907|467.43
0000036134|Item 0000036134|199|213.60
0000003017|Item 0000003017|436|858.26
0000027096|Item 0000027096|892|157.41
0000041505|Item 0000041505|490|706.22
0000038012|Item 0000038012|973|188.16
0000024262|Item 0000024262|929|28.05
0000014560|Item 0000014560|674|408.69
0000028699|Item 0000028699|121|766.30
0000004334|Item 0000004334|631|215.90
0000040766|Item 0000040766|489|142.27
0000003959|Item 0000003959|745|432.52
0000003858|Item 0000003858|195|351.72
0000028762|Item 0000028762|706|655.50
0000036663|Item 0000036663|438|335.27
0000034153|Item 0000034153|592|126.70
0000028447|Item 0000028447|755|509.90
0000007150|Item 0000007150|766|982.05
0000038997|Item 0000038997|758|460.78
0000038303|Item 0000038303|308|493.30
0000023245|Item 0000023245|832|513.21
0000023055|Item 0000023055|180|954.75
0000048509|Item 0000048509|395|364.86
0000011681|Item 0000011681|836|478.56
0000015443|Item 0000015443|388|523.22
0000020798|Item 0000020798|550|344.79
0000003168|Item 0000003168|381|189.41
0000044194|Item 0000044194|153|239.35
0000020606|Item 0000020606|676|134.40
0000014929|Item 0000014929|838|412.13
0000025756|Item 0000025756|815|549.47
0000036372|Item 0000036372|978|8.42
0000047334|Item 0000047334|616|486.94
0000023908|Item 0000023908|597|356.73
0000039002|Item 0000039002|639|734.55
0000042640|Item 0000042640|121|966.62
0000046209|Item 0000046209|335|877.89
0000019963|Item 0000019963|940|992.03
0000035522|Item 0000035522|259|837.56
0000016992|Item 0000016992|872|439.88
0000026451|Item 0000026451|26|284.25
0000014414|Item 0000014414|496|123.72
0000046269|Item 0000046269|690|30.90
0000032155|Item 0000032155|537|27.14
0000008334|Item 0000008334|14|904.82
0000037996|Item 0000037996|280|267.90
0000044890|Item 0000044890|109|885.02
0000010167|Item 0000010167|899|415.71
0000011177|Item 0000011177|27|129.38
0000010761|Item 0000010761|212|882.67
0000032929|Item 0000032929|675|450.06
0000041802|Item 0000041802|6|79.82
0000027115|Item 0000027115|115|175.89
0000006441|Item 0000006441|420|316.17
0000000631|Item 0000000631|215|822.68
0000003887|Item 0000003887|12|750.71
0000041182|Item 0000041182|585|547.03
0000030755|Item 0000030755|188|72.62
0000047644|Item 0000047644|497|3.66
0000033112|Item 0000033112|743|704.21
0000011761|Item 0000011761|853|32.37
0000036615|Item 0000036615|570|839.44
0000000765|Item 0000000765|941|539.92
0000026061|Item 0000026061|965|970.72
0000023119|Item 0000023119|103|689.05
0000010210|Item 0000010210|166|187.41
0000029229|Item 0000029229|895|12.12
0000029431|Item 0000029431|142|84.96
0000002433|Item 0000002433|299|560.67
0000005304|Item 0000005304|457|145.87
0000037462|Item 0000037462|541|269.12
0000018823|Item 0000018823|965|625.68
0000006020|Item 0000006020|834|42.29
0000012377|Item 0000012377|414|236.54
0000033961|Item 0000033961|472|975.45
0000003490|Item 0000003490|595|345.86
0000040461|Item 0000040461|515|215.47
0000016396|Item 0000016396|931|245.09
0000003707|Item 0000003707|654|631.72
0000010859|Item 0000010859|653|168.08
0000018922|Item 0000018922|794|161.16
0000022693|Item 0000022693|568|864.54
0000027927|Item 0000027927|677|758.03
0000026969|Item 0000026969|490|997.31
0000005542|Item 0000005542|354|548.95
0000011975|Item 0000011975|866|313.49
0000042535|Item 0000042535|689|865.86
0000026804|Item 0000026804|453|311.53
0000018236|Item 0000018236|64|306.31
0000010017|Item 0000010017|194|239.43
0000001888|Item 0000001888|506|116.23
0000038998|Item 0000038998|593|270.49
0000016596|Item 0000016596|107|180.94
0000041578|Item 0000041578|43|424.72
0000014761|Item 0000014761|883|926.14
0000036898|Item 0000036898|270|443.49
0000014553|Item 0000014553|703|79.36
0000015509|Item 0000015509|471|219.70
0000049642|Item 0000049642|869|871.53
0000045576|Item 0000045576|899|9.74
0000012268|Item 0000012268|782|87.43
0000031703|Item 0000031703|36|524.15
0000020776|Item 0000020776|406|979.46
0000001540|Item 0000001540|530|830.35
0000001311|Item 0000001311|236|447.37
0000011385|Item 0000011385|910|481.34
0000038879|Item 0000038879|825|599.61
0000049595|Item 0000049595|640|462.49
0000026528|Item 0000026528|923|77.07
0000001671|Item 0000001671|63|739.59
0000021923|Item 0000021923|106|398.93
0000019219|Item 0000019219|214|445.40
0000010849|Item 0000010849|820|878.64
0000016137|Item 0000016137|958|266.81
0000048615|Item 0000048615|93|818.90
0000000245|Item 0000000245|925|230.12
0000032829|Item 0000032829|389|937.79
0000038737|Item 0000038737|562|346.71
0000005196|Item 0000005196|56|228.17
0000043663|Item 0000043663|709|755.91
0000048492|Item 0000048492|711|597.48
0000015677|Item 0000015677|840|115.36
0000049886|Item 0000049886|802|964.54
0000038333|Item 0000038333|404|475.23
0000031216|Item 0000031216|65|852.80
0000009359|Item 0000009359|136|820.07
0000011419|Item 0000011419|418|430.67
0000017830|Item 0000017830|282|757.08
0000008568|Item 0000008568|733|652.68
0000030443|Item 0000030443|241|841.67
0000048340|Item 0000048340|159|901.33
0000015234|Item 0000015234|679|437.67
0000044948|Item 0000044948|626|403.28
0000047436|Item 0000047436|495|101.99
0000008063|Item 0000008063|254|687.13
0000005281|Item 0000005281|542|807.50
0000015435|Item 0000015435|577|822.91
0000028366|Item 0000028366|787|82.72
0000011827|Item 0000011827|938|72.07
0000030456|Item 0000030456|836|844.28
0000000627|Item 0000000627|262|5.50
0000040647|Item 0000040647|743|532.27
0000017612|Item 0000017612|531|137.82
0000015119|Item 0000015119|85|623.95
0000020806|Item 0000020806|904|752.82
0000033392|Item 0000033392|412|783.85
0000028176|Item 0000028176|186|940.62
0000024450|Item 0000024450|446|199.44
0000019698|Item 0000019698|183|545.60
0000026352|Item 0000026352|249|430.06
0000004612|Item 0000004612|175|793.51
0000043143|Item 0000043143|149|161.40
0000006942|Item 0000006942|827|334.82
0000028684|Item 0000028684|362|372.02
0000039600|Item 0000039600|74|277.30
0000038955|Item 0000038955|190|333.16
0000001284|Item 0000001284|280|784.33
0000033113|Item 0000033113|880|339.50
0000044898|Item 0000044898|976|743.09
0000014551|Item 0000014551|664|496.24
0000005124|Item 0000005124|999|458.86
0000009355|Item 0000009355|159|395.91
0000001906|Item 0000001906|511|574.15
0000005422|Item 0000005422|772|751.17
0000017898|Item 0000017898|497|511.10
0000027265|Item 0000027265|624|273.88
0000049752|Item 0000049752|680|854.20
0000032854|Item 0000032854|693|909.39
0000010195|Item 0000010195|208|63.07
0000000681|Item 0000000681|191|694.76
0000003618|Item 0000003618|736|49.28
0000025477|Item 0000025477|871|388.76
0000000127|Item 0000000127|880|181.72
0000022671|Item 0000022671|166|771.87
0000035727|Item 0000035727|468|959.91
0000017706|Item 0000017706|638|270.31
0000029291|Item 0000029291|101|66.47
0000008893|Item 0000008893|350|142.79
0000004916|Item 0000004916|226|492.91
0000049212|Item 0000049212|128|320.68
0000001183|Item 0000001183|542|633.56
0000010086|Item 0000010086|186|715.90
0000026464|Item 0000026464|217|823.99
0000017787|Item 0000017787|852|945.00
0000025627|Item 0000025627|506|178.90
0000001043|Item 0000001043|304|824.66
0000012023|Item 0000012023|823|64.27
0000009348|Item 0000009348|907|827.12
0000006101|Item 0000006101|644|946.32
0000041911|Item 0000041911|2|618.44
0000018249|Item 0000018249|364|705.84
0000002661|Item 0000002661|310|730.17
0000025615|Item 0000025615|297|21.81
0000043252|Item 0000043252|523|595.58
0000019012|Item 0000019012|734|131.62
0000047611|Item 0000047611|809|818.54
0000048304|Item 0000048304|27|797.14
0000042600|Item 0000042600|74|735.98
0000025607|Item 0000025607|432|821.42
0000031472|Item 0000031472|63|180.45
0000031215|Item 0000031215|263|528.30
0000038474|Item 0000038474|82|301.95
0000043542|Item 0000043542|722|323.35
0000037640|Item 0000037640|355|50.94
0000032051|Item 0000032051|426|42.77
0000007279|Item 0000007279|370|5.28
0000011961|Item 0000011961|937|746.27
0000012432|Item 0000012432|537|512.20
0000025691|Item 0000025691|338|382.53
0000023867|Item 0000023867|385|659.83
0000038991|Item 0000038991|996|856.86
0000023044|Item 0000023044|262|364.73
0000034924|Item 0000034924|585|714.07
0000046936|Item 0000046936|181|316.63
0000030377|Item 0000030377|22|518.63
0000021958|Item 0000021958|564|66.69
0000006597|Item 0000006597|364|91.09
0000001758|Item 0000001758|972|935.84
0000020531|Item 0000020531|101|569.83
0000024699|Item 0000024699|712|543.66
0000005602|Item 0000005602|276|539.60
0000013418|Item 0000013418|461|577.13
0000026189|Item 0000026189|9|431.43
0000007809|Item 0000007809|617|705.32
0000026225|Item 0000026225|450|17.75
0000025717|Item 0000025717|854|431.59
0000002361|Item 0000002361|878|616.09
0000011880|Item 0000011880|775|154.01
0000037928|Item 0000037928|626|920.14
0000018503|Item 0000018503|469|911.43
0000043825|Item 0000043825|896|941.20
0000042607|Item 0000042607|863|992.57
0000036697|Item 0000036697|212|487.17
0000006626|Item 0000006626|748|474.33
0000015061|Item 0000015061|742|355.19
0000005668|Item 0000005668|380|855.71
0000036126|Item 0000036126|660|992.87
0000041350|Item 0000041350|452|787.07
0000029018|Item 0000029018|331|571.22
0000035036|Item 0000035036|440|169.80
0000036520|Item 0000036520|422|350.56
0000005422|Item 0000005422|489|245.52
0000027757|Item 0000027757|920|907.47
0000014502|Item 0000014502|103|2.52
0000035906|Item 0000035906|146|367.01
0000002853|Item 0000002853|840|410.16
0000007794|Item 0000007794|923|611.73
0000005905|Item 0000005905|205|634.58
0000030670|Item 0000030670|905|290.91
0000019397|Item 0000019397|28|51.17
0000048247|Item 0000048247|14|814.20
0000048823|Item 0000048823|450|144.00
0000021823|Item 0000021823|36|878.95
0000048748|Item 0000048748|486|412.63
0000004972|Item 0000004972|485|554.71
0000009157|Item 0000009157|807|437.57
0000028606|Item 0000028606|555|256.56
0000021450|Item 0000021450|246|414.04
0000010960|Item 0000010960|282|865.25
0000030623|Item 0000030623|793|2.50
0000033362|Item 0000033362|115|595.04
0000018793|Item 0000018793|790|790.54
0000006895|Item 0000006895|772|796.95
0000030569|Item 0000030569|392|244.60
0000043949|Item 0000043949|450|393.76
0000020859|Item 0000020859|25|506.51
0000028621|Item 0000028621|870|441.39
0000049628|Item 0000049628|278|194.30
0000036382|Item 0000036382|93|520.73
0000020131|Item 0000020131|790|60.75
0000005670|Item 0000005670|758|178.57
0000003388|Item 0000003388|91|809.23
0000007313|Item 0000007313|609|874.92
0000014803|Item 0000014803|322|420.89
0000036971|Item 0000036971|516|797.58
0000012128|Item 0000012128|345|828.43
0000049446|Item 0000049446|840|122.21
0000041056|Item 0000041056|552|674.72
0000022779|Item 0000022779|518|152.98
0000023318|Item 0000023318|998|136.28
0000024458|Item 0000024458|498|978.01
0000025963|Item 0000025963|400|155.74
0000032264|Item 0000032264|152|884.51
0000040099|Item 0000040099|961|118.88
0000040860|Item 0000040860|224|227.29
0000042735|Item 0000042735|884|888.33
0000038799|Item 0000038799|504|512.04
0000048810|Item 0000048810|270|575.43
0000002606|Item 0000002606|924|390.54
0000048920|Item 0000048920|20|145.07
0000029189|Item 0000029189|676|80.93
0000015777|Item 0000015777|978|176.79
0000004613|Item 0000004613|293|584.63
0000017574|Item 0000017574|629|648.67
0000030360|Item 0000030360|438|778.73
0000018822|Item 0000018822|204|745.38
0000026042|Item 0000026042|952|951.13
0000012423|Item 0000012423|868|97.48
0000035500|Item 0000035500|721|488.74
0000026863|Item 0000026863|683|947.72
0000021498|Item 0000021498|794|343.80
0000016034|Item 0000016034|496|998.81
0000040590|Item 0000040590|330|89.98
0000010089|Item 0000010089|741|482.98
0000032268|Item 0000032268|370|44.09
0000019248|Item 0000019248|881|583.89
0000039793|Item 0000039793|993|890.35
0000008459|Item 0000008459|804|267.31
0000009312|Item 0000009312|966|489.17
0000000398|Item 0000000398|822|409.58
0000037094|Item 0000037094|371|868.90
0000019205|Item 0000019205|415|253.30
0000029659|Item 0000029659|310|482.23
0000038652|Item 0000038652|58|551.76
0000024278|Item 0000024278|10|477.69
0000026232|Item 0000026232|503|220.61
0000046178|Item 0000046178|592|157.39
0000028389|Item 0000028389|65|299.63
0000031370|Item 0000031370|861|779.64
0000000528|Item 0000000528|835|750.12
0000049933|Item 0000049933|156|614.17
0000002777|Item 0000002777|972|4.02
0000022543|Item 0000022543|488|448.99
0000026900|Item 0000026900|724|134.12
0000019907|Item 0000019907|55|779.12
0000025190|Item 0000025190|217|947.80
0000039698|Item 0000039698|579|921.70
0000015712|Item 0000015712|379|81.36
0000003246|Item 0000003246|895|704.30
0000010443|Item 0000010443|221|949.84
0000025773|Item 0000025773|296|800.01
0000042538|Item 0000042538|205|291.98
0000038591|Item 0000038591|607|257.47
0000045602|Item 0000045602|801|444.58
0000038016|Item 0000038016|366|38.88
0000036736|Item 0000036736|810|135.58
0000034116|Item 0000034116|634|515.09
0000004114|Item 0000004114|559|212.85
0000024558|Item 0000024558|19|450.50
0000007637|Item 0000007637|18|464.92
0000001081|Item 0000001081|884|941.38
0000014928|Item 0000014928|898|776.01
0000004316|Item 0000004316|126|16.31
0000024578|Item 0000024578|484|837.78
0000031999|Item 0000031999|252|539.90
0000047571|Item 0000047571|66|640.97
0000037378|Item 0000037378|414|299.20
0000035588|Item 0000035588|110|222.82
0000018153|Item 0000018153|841|279.09
0000009123|Item 0000009123|896|862.62
0000049673|Item 0000049673|221|266.03
0000029021|Item 0000029021|310|173.96
0000000611|Item 0000000611|65|464.29
0000041793|Item 0000041793|724|76.12
0000008775|Item 0000008775|936|291.39
0000010596|Item 0000010596|379|464.76
0000021252|Item 0000021252|420|239.16
0000022764|Item 0000022764|922|979.71
0000003441|Item 0000003441|443|66.40
0000043030|Item 0000043030|166|879.24
0000040643|Item 0000040643|679|768.08
0000043392|Item 0000043392|610|239.01
0000034355|Item 0000034355|658|555.72
0000018780|Item 0000018780|779|384.92
0000016667|Item 0000016667|400|616.36
0000002069|Item 0000002069|799|614.44
0000046158|Item 0000046158|773|321.97
0000045028|Item 0000045028|354|203.91
0000015437|Item 0000015437|132|480.78
0000032149|Item 0000032149|99|170.07
0000042952|Item 0000042952|118|954.65
0000024754|Item 0000024754|799|957.74
0000013073|Item 0000013073|395|220.57
0000003357|Item 0000003357|990|860.23
0000034437|Item 0000034437|405|602.38
0000043323|Item 0000043323|630|744.88
0000003705|Item 0000003705|658|862.84
0000041526|Item 0000041526|268|941.95
0000019419|Item 0000019419|524|834.44
0000016302|Item 0000016302|334|97.97
0000013506|Item 0000013506|580|910.77
0000034219|Item 0000034219|736|701.92
0000021859|Item 0000021859|670|797.98
0000036710|Item 0000036710|779|449.94
0000004123|Item 0000004123|714|364.27
0000010362|Item 0000010362|824|559.40
0000034672|Item 0000034672|397|993.93
0000035468|Item 0000035468|658|911.52
0000034033|Item 0000034033|303|337.84
0000003565|Item 0000003565|946|750.10
0000012631|Item 0000012631|202|694.31
0000037343|Item 0000037343|92|912.89
0000039103|Item 0000039103|371|594.14
0000046455|Item 0000046455|184|51.99
0000028507|Item 0000028507|738|116.21
0000028157|Item 0000028157|193|569.85
0000040045|Item 0000040045|155|306.47
0000031701|Item 0000031701|625|941.02
0000017441|Item 0000017441|447|588.23
0000002368|Item 0000002368|412|644.71
0000016687|Item 0000016687|140|543.07
0000001934|Item 0000001934|609|142.99
0000002763|Item 0000002763|588|733.18
0000018617|Item 0000018617|430|413.17
0000034625|Item 0000034625|357|694.73
0000011024|Item 0000011024|628|485.70
0000001528|Item 0000001528|704|678.87
0000030207|Item 0000030207|746|494.09
0000009491|Item 0000009491|892|725.24
0000046175|Item 0000046175|92|970.24
0000026520|Item 0000026520|321|370.09
0000001412|Item 0000001412|507|607.50
0000013372|Item 0000013372|948|66.42
0000039360|Item 0000039360|780|589.34
0000003736|Item 0000003736|777|514.78
0000026799|Item 0000026799|693|5.80
0000015010|Item 0000015010|150|747.38
0000021053|Item 0000021053|551|127.29
0000032264|Item 0000032264|812|914.19
0000000704|Item 0000000704|998|47.56
0000025737|Item 0000025737|647|466.34
0000024332|Item 0000024332|151|249.76
0000020263|Item 0000020263|593|360.85
0000032109|Item 0000032109|430|811.47
0000028412|Item 0000028412|949|775.53
0000016975|Item 0000016975|324|73.23
0000046595|Item 0000046595|770|973.80
0000028101|Item 0000028101|747|286.95
0000030288|Item 0000030288|104|132.40
0000034654|Item 0000034654|973|50.90
0000019357|Item 0000019357|573|547.81
0000006835|Item 0000006835|978|289.06
0000049311|Item 0000049311|145|198.35
0000015538|Item 0000015538|55|927.94
0000015539|Item 0000015539|912|244.93
0000033661|Item 0000033661|733|528.31
0000039865|Item 0000039865|397|799.85
0000046943|Item 0000046943|530|698.10
0000032961|Item 0000032961|593|910.05
0000042112|Item 0000042112|750|969.96
0000017944|Item 0000017944|266|659.91
0000024058|Item 0000024058|187|477.97
0000004009|Item 0000004009|200|284.57
0000049053|Item 0000049053|29|476.09
0000030145|Item 0000030145|541|29.91
0000025384|Item 0000025384|938|984.09
0000038597|Item 0000038597|936|705.99
0000046171|Item 0000046171|574|774.26
0000011392|Item 0000011392|6|226.71
0000009147|Item 0000009147|771|290.91
0000038679|Item 0000038679|199|156.40
0000026940|Item 0000026940|590|614.93
0000042248|Item 0000042248|287|881.58
0000037377|Item 0000037377|388|172.29
0000005738|Item 0000005738|329|590.46
0000021747|Item 0000021747|115|747.74
0000039303|Item 0000039303|929|5.04
0000004668|Item 0000004668|773|223.70
0000030958|Item 0000030958|633|180.80
0000003835|Item 0000003835|238|776.78
0000023753|Item 0000023753|148|18.24
0000025884|Item 0000025884|261|633.55
0000009225|Item 0000009225|856|647.25
0000001929|Item 0000001929|262|487.49
0000022800|Item 0000022800|574|39.59
0000029438|Item 0000029438|946|75.20
0000044117|Item 0000044117|879|388.37
0000005846|Item 0000005846|328|492.85
0000019595|Item 0000019595|27|471.79
0000010449|Item 0000010449|932|110.66
0000007298|Item 0000007298|859|551.91
0000018523|Item 0000018523|322|541.24
0000006123|Item 0000006123|521|519.71
0000005850|Item 0000005850|328|424.71
0000025425|Item 0000025425|915|713.82
0000024418|Item 0000024418|774|666.63
0000028970|Item 0000028970|252|32.09
0000008679|Item 0000008679|878|765.35
0000043360|Item 0000043360|23|369.37
0000049790|Item 0000049790|423|311.49
0000029715|Item 0000029715|88|230.96
0000000269|Item 0000000269|74|105.04
0000000946|Item 0000000946|784|283.59
0000002085|Item 0000002085|85|794.68
0000005224|Item 0000005224|32|859.02
0000043842|Item 0000043842|296|650.62
0000018918|Item 0000018918|97|155.27
0000020786|Item 0000020786|426|798.99
0000007413|Item 0000007413|790|721.23
0000025843|Item 0000025843|863|475.24
0000035130|Item 0000035130|177|485.51
0000038066|Item 0000038066|200|154.29
0000018614|Item 0000018614|153|431.44
0000011695|Item 0000011695|947|210.49
0000023882|Item 0000023882|816|240.25
0000018412|Item 0000018412|252|579.25
0000034229|Item 0000034229|95|932.48
0000040193|Item 0000040193|90|541.28
0000001105|Item 0000001105|258|709.24
0000033723|Item 0000033723|870|983.28
0000048997|Item 0000048997|212|342.12
0000018703|Item 0000018703|753|141.58
0000007157|Item 0000007157|398|481.75
0000010585|Item 0000010585|938|951.11
0000039159|Item 0000039159|343|3.11
0000010421|Item 0000010421|75|513.67
0000036051|Item 0000036051|317|389.13
0000047286|Item 0000047286|467|504.14
0000018651|Item 0000018651|38|708.66
0000018826|Item 0000018826|425|598.10
0000001912|Item 0000001912|878|191.03
0000043758|Item 0000043758|5|623.73
0000027038|Item 0000027038|234|64.07
0000031854|Item 0000031854|638|218.15
0000011427|Item 0000011427|694|64.82
0000039829|Item 0000039829|789|294.25
0000010181|Item 0000010181|721|168.14
0000046254|Item 0000046254|593|590.73
0000013061|Item 0000013061|484|986.75
0000037911|Item 0000037911|146|382.99
0000047131|Item 0000047131|381|189.99
